,Year,Resource,Country,Recycling Rate,Recycling Scenario,GeoPolRisk,HHI,Weighted Trade AVerage
1869,2011,Asbestos,Germany,0,0,0.11657468840290121,0.352,0.33117809205369664
1870,2012,Asbestos,Germany,0,0,0.13508130649300001,0.343,0.393823051
1871,2013,Asbestos,Germany,0,0,0.15162800017598418,0.328,0.4622804883414152
1872,2014,Asbestos,Germany,0,0,0.19698283395,0.315,0.62534233
1873,2015,Asbestos,Germany,0,0,0.0771823677,0.3,0.257274559
1874,2016,Asbestos,Germany,0,0,0.09750106379718287,0.304,0.3207271835433647
1875,2002,Chromium,Germany,0,0,0.13734933713780548,0.272,0.5049607983007554
1876,2003,Chromium,Germany,0,0,0.13705790584555494,0.283,0.4843035542245758
1877,2004,Chromium,Germany,0,0,0.10021041604324182,0.247,0.40571018640988593
1878,2005,Chromium,Germany,0,0,0.09517150934466904,0.228,0.41741890063451337
1879,2006,Chromium,Germany,0,0,0.07617562679438183,0.214,0.35596087287094313
1880,2007,Chromium,Germany,0,0,0.07391537898567224,0.228,0.3241902587090888
1881,2008,Chromium,Germany,0,0,0.06533476730600862,0.221,0.2956324312489078
1882,2009,Chromium,Germany,0,0,0.0697259457749549,0.212,0.3288959706365797
1883,2010,Chromium,Germany,0,0,0.06998184350624712,0.221,0.316659925367634
1884,2011,Chromium,Germany,0,0,0.0,0.231,0
1885,2012,Chromium,Germany,0,0,0.11142908698228433,0.24,0.46428786242618475
1886,2013,Chromium,Germany,0,0,0.11532651431502583,0.254,0.45404139494104656
1887,2014,Chromium,Germany,0,0,0.12229957696232079,0.253,0.4833975374004774
1888,2015,Chromium,Germany,0,0,0.13405723321879284,0.272,0.4928574750690913
1889,2016,Chromium,Germany,0,0,0.13067706230143886,0.254,0.5144766232340112
1890,2002,Graphite,Germany,0,0,0.272635349407737,0.672,0.40570736519008477
1891,2003,Graphite,Germany,0,0,0.0,0.719,0.0
1892,2004,Graphite,Germany,0,0,0.18255706588220852,0.685,0.2665066655214723
1893,2005,Graphite,Germany,0,0,0.21817258762871036,0.708,0.3081533723569356
1894,2006,Graphite,Germany,0,0,0.0,0.697,0
1895,2007,Graphite,Germany,0,0,0.1927913362209829,0.528,0.3651351064791343
1896,2008,Graphite,Germany,0,0,0.1955912830176305,0.588,0.3326382364245417
1897,2009,Graphite,Germany,0,0,0.22597714117049253,0.662,0.34135519814273796
1898,2010,Graphite,Germany,0,0,0.293589142871436,0.719,0.4083298231869764
1899,2011,Graphite,Germany,0,0,0.22928634135604958,0.6,0.38214390226008266
1900,2012,Graphite,Germany,0,0,0.18013993594401786,0.485,0.37142254833818117
1901,2013,Graphite,Germany,0,0,0.20748388824007227,0.487,0.4260449450514831
1902,2014,Graphite,Germany,0,0,0.2120673730697881,0.507,0.4182788423467221
1903,2015,Graphite,Germany,0,0,0.19162366640901207,0.488,0.392671447559451
1904,2016,Graphite,Germany,0,0,0.18834573749170352,0.402,0.46852173505398886
1905,2017,Graphite,Germany,0,0,0.1808377925057864,0.424,0.42650422760798684
1906,2002,Natural gas,Germany,0,0,0.0,0.106,0.0
1907,2003,Natural gas,Germany,0,0,0.0,0.102,0.0
1908,2004,Natural gas,Germany,0,0,0.0,0.1,0.0
1909,2005,Natural gas,Germany,0,0,0.0,0.094,0.0
1910,2006,Natural gas,Germany,0,0,0.0,0.091,0.0
1911,2007,Natural gas,Germany,0,0,0.0,0.09,0.0
1912,2008,Natural gas,Germany,0,0,2.5668516981433973e-05,0.09,0.0002852057442381553
1913,2009,Natural gas,Germany,0,0,0.001357030688894827,0.085,0.015965066928174433
1914,2010,Natural gas,Germany,0,0,0.0,0.084,0.0
1915,2011,Natural gas,Germany,0,0,0.0,0.088,0.0
1916,2012,Natural gas,Germany,0,0,0.0006344078633242811,0.087,0.007292044406026221
1917,2013,Natural gas,Germany,0,0,0.0010367488740027316,0.087,0.01191665372416933
1918,2014,Natural gas,Germany,0,0,0.005222745793921111,0.087,0.06003156084966795
1919,2015,Natural gas,Germany,0,0,0.0,0.087,0.0
1920,2016,Natural gas,Germany,0,0,0.0,0.085,0.0
1921,2017,Natural gas,Germany,0,0,0.010806217307516207,0.086,0.1256536896222815
1922,2002,Petroleum,Germany,0,0,0.021083072830712805,0.055,0.383328596922051
1923,2003,Petroleum,Germany,0,0,0.023300857303297454,0.058,0.4017389190223699
1924,2004,Petroleum,Germany,0,0,0.022072439341463097,0.058,0.38055929899074303
1925,2005,Petroleum,Germany,0,0,0.0,0.059,0.0
1926,2006,Petroleum,Germany,0,0,0.0,0.058,0.0
1927,2007,Petroleum,Germany,0,0,0.0,0.057,0.0
1928,2008,Petroleum,Germany,0,0,0.018761927192105694,0.06,0.3126987865350949
1929,2009,Petroleum,Germany,0,0,0.020050904698750975,0.057,0.3517702578728241
1930,2010,Petroleum,Germany,0,0,0.02282784826202641,0.057,0.4004885660004633
1931,2011,Petroleum,Germany,0,0,0.0,0.059,0.0
1932,2012,Petroleum,Germany,0,0,0.029763487141337523,0.061,0.4879260187104512
1933,2013,Petroleum,Germany,0,0,0.030262777925983652,0.063,0.4803615543806929
1934,2014,Petroleum,Germany,0,0,0.03155198618156977,0.066,0.4780603966904511
1935,2015,Petroleum,Germany,0,0,0.0,0.067,0.0
1936,2016,Petroleum,Germany,0,0,0.0,0.068,0.0
1937,2017,Petroleum,Germany,0,0,0.0,0.069,0.0
1938,2002,Coal,Germany,0,0,0.005700575026306095,0.149,0.03825889279400064
1939,2003,Coal,Germany,0,0,0.006546598222318347,0.147,0.04453468178447855
1940,2004,Coal,Germany,0,0,0.0,0.148,0.0
1941,2005,Coal,Germany,0,0,0.0,0.15,0.0
1942,2006,Coal,Germany,0,0,0.0,0.148,0.0
1943,2007,Coal,Germany,0,0,0.0,0.151,0.0
1944,2008,Coal,Germany,0,0,0.0,0.156,0.0
1945,2009,Coal,Germany,0,0,0.0,0.17,0.0
1946,2010,Coal,Germany,0,0,0.011472515597655691,0.185,0.0620135978251659
1947,2011,Coal,Germany,0,0,0.014595437080031021,0.195,0.07484839528221036
1948,2012,Coal,Germany,0,0,0.015668484311891526,0.202,0.07756675401926498
1949,2013,Coal,Germany,0,0,0.0,0.21,0.0
1950,2014,Coal,Germany,0,0,0.0,0.214,0.0
1951,2015,Coal,Germany,0,0,0.023074028115282627,0.23,0.10032186137079403
1952,2016,Coal,Germany,0,0,0.024962812699060043,0.243,0.10272762427596725
1953,2017,Coal,Germany,0,0,0.021950358173281836,0.253,0.0867603089853037
1954,2002,Tin,Germany,0,0,0.17825573863200003,0.232,0.768343701
1955,2003,Tin,Germany,0,0,0.0,0.251,0
1956,2004,Tin,Germany,0,0,0.0,0.261,0
1957,2005,Tin,Germany,0,0,0.023955981224,0.259,0.092494136
1958,2006,Tin,Germany,0,0,0.0,0.275,0
1959,2007,Tin,Germany,0,0,0.11202582686474997,0.285,0.393073076718421
1960,2008,Tin,Germany,0,0,0.0,0.261,0
1961,2009,Tin,Germany,0,0,0.0,0.256,0
1962,2010,Tin,Germany,0,0,0.0,0.25,0
1963,2011,Tin,Germany,0,0,0.079986339873,0.253,0.316151541
1964,2012,Tin,Germany,0,0,0.0,0.255,0
1965,2013,Tin,Germany,0,0,0.184633824684,0.267,0.691512452
1966,2014,Tin,Germany,0,0,0.13664694714,0.258,0.52963933
1967,2015,Tin,Germany,0,0,0.1299525884710752,0.233,0.5577364312063312
1968,2016,Tin,Germany,0,0,0.09693472051200001,0.192,0.504868336
1969,2017,Tin,Germany,0,0,0.10416390671141076,0.19,0.5482310879547935
1970,2002,Titanium,Germany,0,0,0.028040123588196995,0.158,0.1774691366341582
1971,2003,Titanium,Germany,0,0,0.03902724622802604,0.148,0.2636976096488246
1972,2004,Titanium,Germany,0,0,0.0,0.145,0
1973,2005,Titanium,Germany,0,0,0.0,0.144,0
1974,2006,Titanium,Germany,0,0,0.0,0.147,0
1975,2007,Titanium,Germany,0,0,0.0,0.143,0
1976,2008,Titanium,Germany,0,0,0.0,0.14,0
1977,2009,Titanium,Germany,0,0,0.02093281237601226,0.122,0.1715804293115759
1978,2010,Titanium,Germany,0,0,0.024430275846011984,0.13,0.18792519881547678
1979,2011,Titanium,Germany,0,0,0.0,0.12,0
1980,2012,Titanium,Germany,0,0,0.0,0.122,0
1981,2013,Titanium,Germany,0,0,0.027520400365792664,0.122,0.2255770521786284
1982,2014,Titanium,Germany,0,0,0.033321750383897876,0.116,0.2872564688267058
1983,2015,Titanium,Germany,0,0,0.028699004374205382,0.109,0.263293618111976
1984,2016,Titanium,Germany,0,0,0.03081730389712611,0.111,0.2776333684425776
1985,2017,Titanium,Germany,0,0,0.0,0.106,0
1986,2002,Tungsten,Germany,0,0,0.08451995090426465,0.583,0.14497418679976784
1987,2003,Tungsten,Germany,0,0,0.2832245813183475,0.536,0.5284040696237826
1988,2004,Tungsten,Germany,0,0,0.372911964936606,0.759,0.4913201119059368
1989,2005,Tungsten,Germany,0,0,0.2527187690772247,0.672,0.37606959684110813
1990,2006,Tungsten,Germany,0,0,0.22185629165803689,0.53,0.4185967767132771
1991,2007,Tungsten,Germany,0,0,0.1974396450108158,0.477,0.41391959121764316
1992,2008,Tungsten,Germany,0,0,0.15445667799988175,0.54,0.28603088518496617
1993,2009,Tungsten,Germany,0,0,0.25142706844325685,0.58,0.43349494559182217
1994,2010,Tungsten,Germany,0,0,0.0,0.623,0
1995,2011,Tungsten,Germany,0,0,0.22637228835664472,0.682,0.33192417647601863
1996,2012,Tungsten,Germany,0,0,0.32144332167331324,0.669,0.48048329099149956
1997,2013,Tungsten,Germany,0,0,0.3305790401186487,0.686,0.48189364448782607
1998,2014,Tungsten,Germany,0,0,0.2862931507288719,0.626,0.45733730148382096
1999,2015,Tungsten,Germany,0,0,0.2901015248205877,0.645,0.4497698059233918
2000,2016,Tungsten,Germany,0,0,0.13816062331200002,0.639,0.216213808
2001,2002,Uranium,Germany,0,0,0.0,0.149,0.0
2002,2003,Uranium,Germany,0,0,0.0,0.144,0.0
2003,2004,Uranium,Germany,0,0,0.0,0.149,0.0
2004,2005,Uranium,Germany,0,0,0.0,0.147,0.0
2005,2006,Uranium,Germany,0,0,0.0,0.13,0.0
2006,2007,Uranium,Germany,0,0,0.0,0.132,0.0
2007,2008,Uranium,Germany,0,0,0.0,0.131,0
2008,2009,Uranium,Germany,0,0,0.0,0.15,0
2009,2010,Uranium,Germany,0,0,0.0,0.164,0.0
2010,2011,Uranium,Germany,0,0,5.84588490182881e-07,0.177,3.302759831541701e-06
2011,2012,Uranium,Germany,0,0,0.0,0.174,0.0
2012,2013,Uranium,Germany,0,0,0.0,0.186,0.0
2013,2014,Uranium,Germany,0,0,0.0,0.205,0.0
2014,2015,Uranium,Germany,0,0,0.0,0.209,0
2015,2016,Uranium,Germany,0,0,0.0,0.13,0.0
2016,2002,Magnesium,Germany,0,0,0.07315527533545671,0.357,0.20491673763433255
2017,2003,Magnesium,Germany,0,0,0.12327061808428479,0.529,0.23302574307048163
2018,2004,Magnesium,Germany,0,0,0.10518879721525773,0.559,0.18817316138686532
2019,2005,Magnesium,Germany,0,0,0.12325129913303916,0.573,0.21509825328628127
2020,2006,Magnesium,Germany,0,0,0.19723316901905705,0.599,0.3292707329199617
2021,2007,Magnesium,Germany,0,0,0.24035034916644432,0.712,0.33757071512141057
2022,2008,Magnesium,Germany,0,0,0.23844391187062086,0.714,0.33395505864232616
2023,2009,Magnesium,Germany,0,0,0.22213863899940994,0.709,0.3133126078976163
2024,2010,Magnesium,Germany,0,0,0.25713699001184726,0.738,0.34842410570711013
2025,2011,Magnesium,Germany,0,0,0.2319977684232064,0.742,0.3126654560959655
2026,2012,Magnesium,Germany,0,0,0.22517015351965763,0.766,0.2939558139943311
2027,2013,Magnesium,Germany,0,0,0.236504407463259,0.774,0.305561249952531
2028,2014,Magnesium,Germany,0,0,0.25467726710192284,0.79,0.3223762874707884
2029,2015,Magnesium,Germany,0,0,0.24140681636689093,0.789,0.3059655467260975
2030,2016,Magnesium,Germany,0,0,0.29030158555224594,0.79,0.3674703614585392
2031,2017,Magnesium,Germany,0,0,0.2811135595976038,0.848,0.3315018391481177
2032,2002,Mercury,Germany,0,0,0.010685581839712365,0.064,0.1669622162455057
2033,2003,Mercury,Germany,0,0,0.02225203445890627,0.066,0.3371520372561556
2034,2004,Mercury,Germany,0,0,0.018363845895082206,0.102,0.18003770485374712
2035,2005,Mercury,Germany,0,0,0.023058652958771245,0.1,0.23058652958771245
2036,2006,Mercury,Germany,0,0,0.0,0.062,0
2037,2007,Mercury,Germany,0,0,0.0,0.067,0
2038,2008,Mercury,Germany,0,0,0.005378470339309307,0.125,0.043027762714474456
2039,2009,Mercury,Germany,0,0,0.03984793176309046,0.144,0.2767217483547949
2040,2010,Mercury,Germany,0,0,0.025876020537976347,0.153,0.16912431724167548
2041,2011,Mercury,Germany,0,0,0.027258385664107147,0.139,0.19610349398638233
2042,2012,Mercury,Germany,0,0,0.04655571128276397,0.122,0.38160419084232766
2043,2013,Mercury,Germany,0,0,0.03606795560105558,0.177,0.20377376045794113
2044,2014,Mercury,Germany,0,0,0.052806230354339546,0.223,0.236799239257128
2045,2015,Mercury,Germany,0,0,0.05819861841884314,0.276,0.2108645594885621
2046,2016,Mercury,Germany,0,0,0.06509355297973014,0.34,0.191451626410971
2047,2017,Mercury,Germany,0,0,0.06565794661061278,0.354,0.1854744254537084
2048,2002,Manganese,Japan,0,0,0.05175640536281848,0.119,0.43492777615813855
2049,2003,Manganese,Japan,0,0,0.04519975672275354,0.113,0.3999978471040136
2050,2004,Manganese,Japan,0,0,0.03458448991735161,0.116,0.29814215445992764
2051,2005,Manganese,Japan,0,0,0.043640339434407954,0.129,0.3382972049178911
2052,2006,Manganese,Japan,0,0,0.03740324125447768,0.136,0.27502383275351233
2053,2007,Manganese,Japan,0,0,0.035651840002354385,0.153,0.2330185621068914
2054,2008,Manganese,Japan,0,0,0.0369246105832466,0.152,0.2429250696266224
2055,2009,Manganese,Japan,0,0,0.047182894956091945,0.173,0.27273349685602283
2056,2010,Manganese,Japan,0,0,0.044671002182347604,0.15,0.2978066812156507
2057,2011,Manganese,Japan,0,0,0.05200377387309841,0.16,0.32502358670686504
2058,2012,Manganese,Japan,0,0,0.05628341797347334,0.165,0.3411116240816566
2059,2013,Manganese,Japan,0,0,0.05824388312350055,0.159,0.36631373033648146
2060,2014,Manganese,Japan,0,0,0.0,0.174,0
2061,2002,Iron,Japan,0,0,0.03627033293822723,0.129,0.28116537161416455
2062,2003,Iron,Japan,0,0,0.0,0.131,0
2063,2004,Iron,Japan,0,0,0.0,0.137,0
2064,2005,Iron,Japan,0,0,0.0,0.151,0
2065,2006,Iron,Japan,0,0,0.0,0.172,0
2066,2007,Iron,Japan,0,0,0.0,0.186,0
2067,2008,Iron,Japan,0,0,0.0,0.198,0
2068,2009,Iron,Japan,0,0,0.0,0.212,0
2069,2010,Iron,Japan,0,0,0.05424146774235755,0.224,0.2421494095640962
2070,2011,Iron,Japan,0,0,0.07019547358987566,0.249,0.2819095324894605
2071,2012,Iron,Japan,0,0,0.06881973148094882,0.249,0.2763844637789109
2072,2013,Iron,Japan,0,0,0.07638952318757963,0.26,0.29380585841376783
2073,2014,Iron,Japan,0,0,0.07440818169790385,0.263,0.2829208429578093
2074,2015,Iron,Japan,0,0,0.0768951503898686,0.254,0.3027368125585378
2075,2016,Iron,Japan,0,0,0.0,0.24,0
2076,2017,Iron,Japan,0,0,0.07027130116800662,0.228,0.3082074612631869
2077,2002,Copper,Japan,0,0,0.061838115281761655,0.148,0.4178251032551463
2078,2003,Copper,Japan,0,0,0.06180191703507967,0.16,0.38626198146924795
2079,2004,Copper,Japan,0,0,0.053342008832360614,0.168,0.3175119573354798
2080,2005,Copper,Japan,0,0,0.05398497189682384,0.156,0.34605751215912717
2081,2006,Copper,Japan,0,0,0.05303803483286957,0.156,0.33998740277480494
2082,2007,Copper,Japan,0,0,0.04985209587758473,0.157,0.3175292731056352
2083,2008,Copper,Japan,0,0,0.04704687816144377,0.148,0.3178843119016471
2084,2009,Copper,Japan,0,0,0.04827435549352303,0.147,0.3283969761464152
2085,2010,Copper,Japan,0,0,0.04963031503983388,0.143,0.3470651401386985
2086,2011,Copper,Japan,0,0,0.04900270954282728,0.139,0.3525374787253761
2087,2012,Copper,Japan,0,0,0.05225280712617621,0.137,0.3814073512859577
2088,2013,Copper,Japan,0,0,0.049592724899785876,0.132,0.3757024613620142
2089,2014,Copper,Japan,0,0,0.04478226261924044,0.13,0.34447894322492645
2090,2015,Copper,Japan,0,0,0.041865189075406914,0.123,0.34036739085696677
2091,2016,Copper,Japan,0,0,0.039295818753681905,0.111,0.3540163851683054
2092,2017,Copper,Japan,0,0,0.03995359818871858,0.113,0.3535716653868901
2093,2002,Barytes,Japan,0,0,0.1201290884826133,0.242,0.4964011920769145
2094,2003,Barytes,Japan,0,0,0.14573412100920122,0.283,0.5149615583364001
2095,2004,Barytes,Japan,0,0,0.10949316442319525,0.266,0.4116284376811851
2096,2005,Barytes,Japan,0,0,0.14268582646507563,0.298,0.47881149820495184
2097,2006,Barytes,Japan,0,0,0.1416977200793054,0.302,0.46919774860697155
2098,2007,Barytes,Japan,0,0,0.13773073508599257,0.326,0.422486917441695
2099,2008,Barytes,Japan,0,0,0.13015274506331342,0.311,0.418497572550847
2100,2009,Barytes,Japan,0,0,0.09757938194342967,0.236,0.4134719573874139
2101,2010,Barytes,Japan,0,0,0.12706124513287034,0.263,0.4831226050679481
2102,2011,Barytes,Japan,0,0,0.13463650032161675,0.266,0.5061522568481832
2103,2012,Barytes,Japan,0,0,0.12770185263292397,0.247,0.5170115491211497
2104,2013,Barytes,Japan,0,0,0.10597558518475612,0.2,0.5298779259237806
2105,2014,Barytes,Japan,0,0,0.12561277882327163,0.24,0.5233865784302985
2106,2015,Barytes,Japan,0,0,0.0,0.216,0
2107,2016,Barytes,Japan,0,0,0.10805445705700777,0.214,0.50492736942527
2108,2002,Bismuth,Japan,0,0,0.020952045447942876,0.087,0.24082810859704457
2109,2003,Bismuth,Japan,0,0,0.02623335664848943,0.091,0.28827864448889484
2110,2004,Bismuth,Japan,0,0,0.032530870836590994,0.12,0.27109059030492494
2111,2005,Bismuth,Japan,0,0,0.03772319289426309,0.124,0.30421929753437976
2112,2006,Bismuth,Japan,0,0,0.03562261077303197,0.109,0.326812942871853
2113,2007,Bismuth,Japan,0,0,0.03125520705860241,0.108,0.2894000653574297
2114,2008,Bismuth,Japan,0,0,0.019645647515724722,0.115,0.17083171752804105
2115,2009,Bismuth,Japan,0,0,0.023739542699355104,0.126,0.18840906904250082
2116,2010,Bismuth,Japan,0,0,0.024979672295285388,0.134,0.18641546489018945
2117,2011,Bismuth,Japan,0,0,0.02271528809925769,0.132,0.17208551590346732
2118,2012,Bismuth,Japan,0,0,0.03694223982959328,0.201,0.1837922379581755
2119,2013,Bismuth,Japan,0,0,0.014930649141497413,0.124,0.12040846081852753
2120,2014,Bismuth,Japan,0,0,0.01343796287787414,0.118,0.11388104133791643
2121,2015,Bismuth,Japan,0,0,0.008990963778140312,0.127,0.07079499037905758
2122,2016,Bismuth,Japan,0,0,0.0,0.133,0.0
2123,2002,Gold,Japan,0,0,0.0,0.076,0.0
2124,2003,Gold,Japan,0,0,0.00011940583855874481,0.072,0.0016584144244270113
2125,2004,Gold,Japan,0,0,0.00013484883053744236,0.07,0.001926411864820605
2126,2005,Gold,Japan,0,0,0.0,0.067,0.0
2127,2006,Gold,Japan,0,0,8.656756449487563e-05,0.067,0.0012920532014160542
2128,2007,Gold,Japan,0,0,0.0,0.066,0.0
2129,2008,Gold,Japan,0,0,0.0001064914503858174,0.064,0.0016639289122783968
2130,2009,Gold,Japan,0,0,3.5077806595675596e-05,0.061,0.0005750460097651738
2131,2010,Gold,Japan,0,0,3.33069216715637e-05,0.059,0.0005645240961281983
2132,2011,Gold,Japan,0,0,2.36240881733368e-05,0.058,0.00040731186505753097
2133,2012,Gold,Japan,0,0,2.8997432051024444e-05,0.059,0.0004914818991699058
2134,2013,Gold,Japan,0,0,5.51512510157824e-05,0.057,0.000967565807294428
2135,2014,Gold,Japan,0,0,3.0438170724015063e-05,0.057,0.000534002995158159
2136,2015,Gold,Japan,0,0,1.4646327419047593e-05,0.056,0.0002615415610544213
2137,2016,Gold,Japan,0,0,1.0810204613964213e-05,0.056,0.0001930393681065038
2138,2002,Molybdenum,Japan,0,0,0.04635380324805141,0.188,0.24656278323431602
2139,2003,Molybdenum,Japan,0,0,0.05772390885288316,0.19,0.30381004659412186
2140,2004,Molybdenum,Japan,0,0,0.048430183555716814,0.2,0.24215091777858405
2141,2005,Molybdenum,Japan,0,0,0.05544303266991415,0.216,0.2566807068051581
2142,2006,Molybdenum,Japan,0,0,0.05473829074049039,0.212,0.2581994846249547
2143,2007,Molybdenum,Japan,0,0,0.056947571151880684,0.221,0.2576813174293244
2144,2008,Molybdenum,Japan,0,0,0.056285317666240516,0.231,0.243659383836539
2145,2009,Molybdenum,Japan,0,0,0.05228046398931334,0.243,0.21514594234285325
2146,2010,Molybdenum,Japan,0,0,0.0562360660220778,0.242,0.23238043810775952
2147,2011,Molybdenum,Japan,0,0,0.07128650739816168,0.242,0.29457234462050286
2148,2012,Molybdenum,Japan,0,0,0.08454559013191615,0.263,0.3214661221745861
2149,2013,Molybdenum,Japan,0,0,0.08528985763887127,0.261,0.3267810637504646
2150,2014,Molybdenum,Japan,0,0,0.08357717109587354,0.26,0.32145065806105205
2151,2015,Molybdenum,Japan,0,0,0.09275287472270898,0.283,0.3277486739318339
2152,2016,Molybdenum,Japan,0,0,0.09412681318979184,0.281,0.33497086544409904
2153,2002,Nickel,Japan,0,0,0.06491976847400174,0.116,0.559653176500015
2154,2003,Nickel,Japan,0,0,0.0747707372449682,0.115,0.6501803238692887
2155,2004,Nickel,Japan,0,0,0.0638407768086647,0.117,0.5456476650313222
2156,2005,Nickel,Japan,0,0,0.05193495828237411,0.105,0.49461865030832486
2157,2006,Nickel,Japan,0,0,0.05341431951334859,0.101,0.5288546486470157
2158,2007,Nickel,Japan,0,0,0.049762147920911944,0.111,0.4483076389271346
2159,2008,Nickel,Japan,0,0,0.05314882015900487,0.11,0.4831710923545897
2160,2009,Nickel,Japan,0,0,0.04189627400484895,0.108,0.38792846300786066
2161,2010,Nickel,Japan,0,0,0.0,0.112,0
2162,2011,Nickel,Japan,0,0,0.06301641994164027,0.135,0.466788295864002
2163,2012,Nickel,Japan,0,0,0.07991939579814893,0.188,0.42510316913909
2164,2013,Nickel,Japan,0,0,0.09191202139516388,0.226,0.4066903601555924
2165,2014,Nickel,Japan,0,0,0.0,0.102,0
