,Year,Resource,Country,Recycling Rate,Recycling Scenario,GeoPolRisk,HHI,Weighted Trade AVerage
1511,2016,Natural gas,France,0,0,0.05129228354770139,0.085,0.6034386299729575
1512,2017,Natural gas,France,0,0,0.04770088164689233,0.086,0.5546614144987481
1513,2002,Petroleum,France,0,0,0.024188767488290363,0.055,0.43979577251437024
1514,2003,Petroleum,France,0,0,0.026048503933352635,0.058,0.44911213678194195
1515,2004,Petroleum,France,0,0,0.02380592204594257,0.058,0.41044693182659603
1516,2005,Petroleum,France,0,0,0.02444534548105652,0.059,0.41432788950943256
1517,2006,Petroleum,France,0,0,0.023256809326273283,0.058,0.40097947114264276
1518,2007,Petroleum,France,0,0,0.020229918500958895,0.057,0.3549108508940157
1519,2008,Petroleum,France,0,0,0.02090708042299082,0.06,0.3484513403831804
1520,2009,Petroleum,France,0,0,0.020652401139779526,0.057,0.36232282701367585
1521,2010,Petroleum,France,0,0,0.02292980179434514,0.057,0.40227722446219544
1522,2011,Petroleum,France,0,0,0.028695655840499112,0.059,0.48636704814405274
1523,2012,Petroleum,France,0,0,0.03145910423272789,0.061,0.5157230202086539
1524,2013,Petroleum,France,0,0,0.03342273741716611,0.063,0.5305196415423191
1525,2014,Petroleum,France,0,0,0.03718352916057815,0.066,0.5633868054633052
1526,2015,Petroleum,France,0,0,0.0361338451568881,0.067,0.5393111217445984
1527,2016,Petroleum,France,0,0,0.03498892130034552,0.068,0.5145429602991988
1528,2017,Petroleum,France,0,0,0.0324638325758515,0.069,0.4704903271862536
1529,2002,Coal,France,0,0,0.058471666038304684,0.149,0.39242728884768247
1530,2003,Coal,France,0,0,0.06624502441475895,0.147,0.450646424590197
1531,2004,Coal,France,0,0,0.056094454787351714,0.148,0.3790165864010251
1532,2005,Coal,France,0,0,0.05764461745505124,0.15,0.38429744970034163
1533,2006,Coal,France,0,0,0.04787617941403456,0.148,0.32348769874347677
1534,2007,Coal,France,0,0,0.040615932774885476,0.151,0.2689796872508972
1535,2008,Coal,France,0,0,0.04120281629952583,0.156,0.26412061730465275
1536,2009,Coal,France,0,0,0.052086476281409284,0.17,0.30639103694946634
1537,2010,Coal,France,0,0,0.06412006833642198,0.185,0.34659496398065937
1538,2011,Coal,France,0,0,0.07713362971693499,0.195,0.3955570754714615
1539,2012,Coal,France,0,0,0.0800151214222561,0.202,0.3961144624864163
1540,2013,Coal,France,0,0,0.08068502038125389,0.21,0.3842143827678757
1541,2014,Coal,France,0,0,0.08942937170452202,0.214,0.4178942603015048
1542,2015,Coal,France,0,0,0.08917102039503247,0.23,0.3877000886740542
1543,2016,Coal,France,0,0,0.09961869268226145,0.243,0.40995346782823644
1544,2017,Coal,France,0,0,0.1051515584180224,0.253,0.41561880797637313
1545,2002,Tin,France,0,0,0.05298714212800001,0.232,0.228392854
1546,2003,Tin,France,0,0,0.065332359284,0.251,0.260288284
1547,2004,Tin,France,0,0,0.05145855396466666,0.261,0.19715921059259256
1548,2005,Tin,France,0,0,0.07917000693880423,0.259,0.3056757024664256
1549,2006,Tin,France,0,0,0.03265953681350446,0.275,0.11876195204910713
1550,2007,Tin,France,0,0,0.02990332258778308,0.285,0.10492393890450204
1551,2008,Tin,France,0,0,0.06985683389943426,0.261,0.26765070459553353
1552,2009,Tin,France,0,0,0.04575509078882865,0.256,0.17873082339386193
1553,2010,Tin,France,0,0,0.04625136578955375,0.25,0.185005463158215
1554,2011,Tin,France,0,0,0.05455840988599893,0.253,0.2156458888774661
1555,2012,Tin,France,0,0,0.0739274949557016,0.255,0.28991174492432
1556,2013,Tin,France,0,0,0.07167732390446213,0.267,0.2684543966459256
1557,2014,Tin,France,0,0,0.0631042952349471,0.258,0.24459029160832207
1558,2015,Tin,France,0,0,0.06455451378789351,0.233,0.2770579990896717
1559,2016,Tin,France,0,0,0.047866324885323705,0.192,0.24930377544439428
1560,2017,Tin,France,0,0,0.04975955993483314,0.19,0.26189242070964813
1561,2002,Titanium,France,0,0,0.026426319188586248,0.158,0.16725518473788764
1562,2003,Titanium,France,0,0,0.03895095310274505,0.148,0.2631821155590882
1563,2004,Titanium,France,0,0,0.036146017561456426,0.145,0.24928287973418226
1564,2005,Titanium,France,0,0,0.03517285407997647,0.144,0.24425593111094773
1565,2006,Titanium,France,0,0,0.019473553061306582,0.147,0.13247315007691554
1566,2007,Titanium,France,0,0,0.020910558863550525,0.143,0.1462276843604932
1567,2008,Titanium,France,0,0,0.03574038790736581,0.14,0.2552884850526129
1568,2009,Titanium,France,0,0,0.03845148319038681,0.122,0.3151760917244821
1569,2010,Titanium,France,0,0,0.04234970238756775,0.13,0.32576694144282886
1570,2011,Titanium,France,0,0,0.0413207659101022,0.12,0.34433971591751833
1571,2012,Titanium,France,0,0,0.02881862897763827,0.122,0.23621827030851042
1572,2013,Titanium,France,0,0,0.04223203602163122,0.122,0.3461642296855018
1573,2014,Titanium,France,0,0,0.029845767374852106,0.116,0.25729109805906986
1574,2015,Titanium,France,0,0,0.04225024263396624,0.109,0.3876169048987729
1575,2016,Titanium,France,0,0,0.04707654083069995,0.111,0.4241129804567563
1576,2017,Titanium,France,0,0,0.06023838829413711,0.106,0.5682866820201614
1577,2002,Tungsten,France,0,0,0.10212037751652984,0.583,0.17516359779850746
1578,2003,Tungsten,France,0,0,0.11132515213773493,0.536,0.20769617936144574
1579,2004,Tungsten,France,0,0,0.23164933048404543,0.759,0.30520333397107435
1580,2005,Tungsten,France,0,0,0.09062839002582809,0.672,0.13486367563367274
1581,2006,Tungsten,France,0,0,0.06386208650261863,0.53,0.12049450283512947
1582,2007,Tungsten,France,0,0,0.09034247792037162,0.477,0.1893972283445946
1583,2008,Tungsten,France,0,0,0.06967681386428572,0.54,0.1290311367857143
1584,2009,Tungsten,France,0,0,0.11861518578000001,0.58,0.20450894100000003
1585,2010,Tungsten,France,0,0,0.30030512423100003,0.623,0.482030697
1586,2011,Tungsten,France,0,0,0.20371778917570946,0.682,0.29870643574150946
1587,2012,Tungsten,France,0,0,0.38395878289427937,0.669,0.5739294213666358
1588,2013,Tungsten,France,0,0,0.38733581172982284,0.686,0.564629463163007
1589,2014,Tungsten,France,0,0,0.07460184606752403,0.626,0.11917227806313742
1590,2015,Tungsten,France,0,0,0.0,0.645,0
1591,2016,Tungsten,France,0,0,0.2951254943836094,0.639,0.4618552337771665
1592,2002,Uranium,France,0,0,0.0,0.149,0.0
1593,2003,Uranium,France,0,0,0.03748151289599999,0.144,0.260288284
1594,2004,Uranium,France,0,0,0.030426711292892667,0.149,0.20420611605968234
1595,2005,Uranium,France,0,0,0.02410328043653583,0.147,0.16396789412609408
1596,2006,Uranium,France,0,0,0.014287109474095382,0.13,0.10990084210842602
1597,2007,Uranium,France,0,0,0.05384748541140984,0.132,0.4079354955409836
1598,2008,Uranium,France,0,0,0.03930497656803449,0.131,0.30003798906896556
1599,2009,Uranium,France,0,0,0.07850773037560975,0.15,0.5233848691707317
1600,2010,Uranium,France,0,0,0.05750190254800001,0.164,0.350621357
1601,2011,Uranium,France,0,0,0.08629957167460547,0.177,0.48756820155144337
1602,2012,Uranium,France,0,0,0.11071756279784133,0.174,0.6363078321715019
1603,2013,Uranium,France,0,0,0.0,0.186,0
1604,2014,Uranium,France,0,0,0.11535112182138613,0.205,0.5626883991287128
1605,2015,Uranium,France,0,0,0.054981058068016675,0.209,0.26306726348333337
1606,2016,Uranium,France,0,0,0.06202559500406061,0.13,0.477119961569697
1607,2002,Magnesium,France,0,0,0.09019861490064297,0.357,0.2526571845956386
1608,2003,Magnesium,France,0,0,0.15066864162715285,0.529,0.2848178480664515
1609,2004,Magnesium,France,0,0,0.15211769835422523,0.559,0.27212468399682505
1610,2005,Magnesium,France,0,0,0.12334608239661606,0.573,0.215263669104042
1611,2006,Magnesium,France,0,0,0.1132769270324486,0.599,0.1891100618237873
1612,2007,Magnesium,France,0,0,0.13088223536721605,0.712,0.1838233642797978
1613,2008,Magnesium,France,0,0,0.13118602522600192,0.714,0.1837339288879579
1614,2009,Magnesium,France,0,0,0.13615576872900148,0.709,0.19203916604936738
1615,2010,Magnesium,France,0,0,0.14637948712942958,0.738,0.19834618852226232
1616,2011,Magnesium,France,0,0,0.1854321785416867,0.742,0.2499085964173675
1617,2012,Magnesium,France,0,0,0.41730485778122844,0.766,0.5447844096360684
1618,2013,Magnesium,France,0,0,0.4535149015723357,0.774,0.585936565338935
1619,2014,Magnesium,France,0,0,0.3039962532823947,0.79,0.38480538390176544
1620,2015,Magnesium,France,0,0,0.22340356005345183,0.789,0.2831477313731962
1621,2016,Magnesium,France,0,0,0.24302890176017725,0.79,0.3076315212154142
1622,2017,Magnesium,France,0,0,0.2881073953014301,0.848,0.3397492869120638
1623,2002,Mercury,France,0,0,0.0,0.064,0
1624,2003,Mercury,France,0,0,0.025509241995036725,0.066,0.3865036665914655
1625,2004,Mercury,France,0,0,0.017487415217404993,0.102,0.17144524722946072
1626,2005,Mercury,France,0,0,0.011177824964450796,0.1,0.11177824964450796
1627,2006,Mercury,France,0,0,0.0046186353792155455,0.062,0.07449411901960558
1628,2007,Mercury,France,0,0,0.004914210897040022,0.067,0.0733464312991048
1629,2008,Mercury,France,0,0,0.010438005483495227,0.125,0.08350404386796181
1630,2009,Mercury,France,0,0,0.009649324980350813,0.144,0.06700920125243622
1631,2010,Mercury,France,0,0,0.027647436762335057,0.153,0.18070220106101345
1632,2011,Mercury,France,0,0,0.03666974514656939,0.139,0.2638111161623697
1633,2012,Mercury,France,0,0,0.02909400784833333,0.122,0.23847547416666665
1634,2013,Mercury,France,0,0,0.0483905075577348,0.177,0.27339269806629835
1635,2014,Mercury,France,0,0,0.06464381335777779,0.223,0.28988257111111115
1636,2015,Mercury,France,0,0,0.06640211649388603,0.276,0.24058737860103632
1637,2016,Mercury,France,0,0,0.06990407701098914,0.34,0.2056002265029092
1638,2017,Mercury,France,0,0,0.04980524821173876,0.354,0.14069279155858408
1639,2002,Manganese,Germany,0,0,0.031206281898762803,0.119,0.2622376630148135
1640,2003,Manganese,Germany,0,0,0.026232714310610198,0.113,0.2321479142531876
1641,2004,Manganese,Germany,0,0,0.028243823286079394,0.116,0.24348123522482235
1642,2005,Manganese,Germany,0,0,0.029161059598981506,0.129,0.22605472557350004
1643,2006,Manganese,Germany,0,0,0.033482513164169454,0.136,0.2461949497365401
1644,2007,Manganese,Germany,0,0,0.0,0.153,0
1645,2008,Manganese,Germany,0,0,0.03375283155519849,0.152,0.22205810233683215
1646,2009,Manganese,Germany,0,0,0.04125028286642719,0.173,0.23844094142443464
1647,2010,Manganese,Germany,0,0,0.037359109052118346,0.15,0.24906072701412232
1648,2011,Manganese,Germany,0,0,0.04745874499931611,0.16,0.2966171562457257
1649,2012,Manganese,Germany,0,0,0.051118983821861204,0.165,0.30981202316279516
1650,2013,Manganese,Germany,0,0,0.05508132460389167,0.159,0.3464234251817086
1651,2014,Manganese,Germany,0,0,0.0598002851515978,0.174,0.34367979972182644
1652,2015,Manganese,Germany,0,0,0.06951262202809301,0.195,0.35647498475945133
1653,2016,Manganese,Germany,0,0,0.06376532396903875,0.184,0.34655067374477583
1654,2017,Manganese,Germany,0,0,0.04933172704929382,0.153,0.32242958855747594
1655,2002,Iron,Germany,0,0,0.030681066893653713,0.129,0.2378377278577807
1656,2003,Iron,Germany,0,0,0.039890560663228894,0.131,0.3045080966658694
1657,2004,Iron,Germany,0,0,0.04225787778314325,0.137,0.30845166265068064
1658,2005,Iron,Germany,0,0,0.049882683122681966,0.151,0.3303488948521985
1659,2006,Iron,Germany,0,0,0.05035498985491592,0.172,0.2927615689239298
1660,2007,Iron,Germany,0,0,0.051172235599346756,0.186,0.2751195462330471
1661,2008,Iron,Germany,0,0,0.05545677998417345,0.198,0.28008474739481537
1662,2009,Iron,Germany,0,0,0.0,0.212,0.0
1663,2010,Iron,Germany,0,0,0.062250166463957535,0.224,0.27790252885695327
1664,2011,Iron,Germany,0,0,0.08350912214143402,0.249,0.33537800056800815
1665,2012,Iron,Germany,0,0,0.08345413519616779,0.249,0.3351571694625212
1666,2013,Iron,Germany,0,0,0.09743503160330755,0.26,0.37475012155118287
1667,2014,Iron,Germany,0,0,0.09335548067925087,0.263,0.35496380486407175
1668,2015,Iron,Germany,0,0,0.09770880594532314,0.254,0.3846803383674139
1669,2016,Iron,Germany,0,0,0.0,0.24,0.0
1670,2017,Iron,Germany,0,0,0.0895192142041101,0.228,0.3926281324741671
1671,2002,Copper,Germany,0,0,0.06431958253476147,0.148,0.43459177388352344
1672,2003,Copper,Germany,0,0,0.06163185118969681,0.16,0.38519906993560504
1673,2004,Copper,Germany,0,0,0.05603460634610538,0.168,0.3335393234887225
1674,2005,Copper,Germany,0,0,0.059517681641525856,0.156,0.38152360026619137
1675,2006,Copper,Germany,0,0,0.0,0.156,0
1676,2007,Copper,Germany,0,0,0.0548772892220989,0.157,0.3495368740261076
1677,2008,Copper,Germany,0,0,0.047090619616566666,0.148,0.3181798622740991
1678,2009,Copper,Germany,0,0,0.04790452575507423,0.147,0.325881127585539
1679,2010,Copper,Germany,0,0,0.053387144709049525,0.143,0.37333667628705963
1680,2011,Copper,Germany,0,0,0.05383739857821638,0.139,0.38731941423177246
1681,2012,Copper,Germany,0,0,0.05636080879206952,0.137,0.4113927649056169
1682,2013,Copper,Germany,0,0,0.05517103979579694,0.132,0.4179624226954313
1683,2014,Copper,Germany,0,0,0.05068739662096953,0.13,0.38990305093053484
1684,2015,Copper,Germany,0,0,0.046370396437947305,0.123,0.3769950929914415
1685,2016,Copper,Germany,0,0,0.0423257135889584,0.111,0.3813127350356612
1686,2017,Copper,Germany,0,0,0.042314508550363734,0.113,0.3744646774368472
1687,2002,Barytes,Germany,0,0,0.06280707806633803,0.242,0.2595333804394134
1688,2003,Barytes,Germany,0,0,0.076580800785826,0.283,0.27060353634567497
1689,2004,Barytes,Germany,0,0,0.06664039695675225,0.266,0.25052780810809117
1690,2005,Barytes,Germany,0,0,0.09049427646794446,0.298,0.3036720686843774
1691,2006,Barytes,Germany,0,0,0.0,0.302,0.0
1692,2007,Barytes,Germany,0,0,0.0,0.326,0.0
1693,2008,Barytes,Germany,0,0,0.09628961437211077,0.311,0.3096129079489092
1694,2009,Barytes,Germany,0,0,0.06262504274221072,0.236,0.2653603506025878
1695,2010,Barytes,Germany,0,0,0.09817235874875024,0.263,0.37327893060361306
1696,2011,Barytes,Germany,0,0,0.10516362985149054,0.266,0.3953519919228967
1697,2012,Barytes,Germany,0,0,0.09351632571443508,0.247,0.3786086061313161
1698,2013,Barytes,Germany,0,0,0.07244762391287916,0.2,0.3622381195643958
1699,2014,Barytes,Germany,0,0,0.051515657045215435,0.24,0.214648571021731
1700,2015,Barytes,Germany,0,0,0.05895816353636105,0.216,0.27295446081648633
1701,2016,Barytes,Germany,0,0,0.05996493469267267,0.214,0.280209975199405
1702,2002,Bismuth,Germany,0,0,0.030304277552946093,0.087,0.348325029344208
1703,2003,Bismuth,Germany,0,0,0.03379141415744848,0.091,0.37133422151042283
1704,2004,Bismuth,Germany,0,0,0.03924753808968087,0.12,0.3270628174140073
1705,2005,Bismuth,Germany,0,0,0.04549480832349925,0.124,0.36689361551209076
1706,2006,Bismuth,Germany,0,0,0.03140806767935123,0.109,0.2881474099023049
1707,2007,Bismuth,Germany,0,0,0.027918120293572473,0.108,0.25850111382937474
1708,2008,Bismuth,Germany,0,0,0.027459169965772526,0.115,0.2387753910067176
1709,2009,Bismuth,Germany,0,0,0.026249178398774754,0.126,0.20832681268868852
1710,2010,Bismuth,Germany,0,0,0.02941900200851548,0.134,0.21954479110832445
1711,2011,Bismuth,Germany,0,0,0.0,0.132,0
1712,2012,Bismuth,Germany,0,0,0.051094049456208886,0.201,0.25419925102591484
1713,2013,Bismuth,Germany,0,0,0.04236830966842341,0.124,0.3416799166808339
1714,2014,Bismuth,Germany,0,0,0.038659332125177664,0.118,0.32762145868794634
1715,2015,Bismuth,Germany,0,0,0.045172276404452816,0.127,0.35568721578309304
1716,2016,Bismuth,Germany,0,0,0.06252155621575956,0.133,0.47008688884029737
1717,2002,Gold,Germany,0,0,0.014316136560255202,0.076,0.18837021789809477
1718,2003,Gold,Germany,0,0,0.012669846891069666,0.072,0.17597009570930094
1719,2004,Gold,Germany,0,0,0.01050450607971319,0.07,0.15006437256733127
1720,2005,Gold,Germany,0,0,0.013011388619790122,0.067,0.19419983014612122
1721,2006,Gold,Germany,0,0,0.012566323520607759,0.067,0.1875570674717576
1722,2007,Gold,Germany,0,0,0.0,0.066,0
1723,2008,Gold,Germany,0,0,0.0,0.064,0
1724,2009,Gold,Germany,0,0,0.0,0.061,0
1725,2010,Gold,Germany,0,0,0.0,0.059,0
1726,2011,Gold,Germany,0,0,0.0,0.058,0
1727,2012,Gold,Germany,0,0,0.0,0.059,0
1728,2013,Gold,Germany,0,0,0.007757697490875026,0.057,0.13609995598026361
1729,2014,Gold,Germany,0,0,0.00813101672401464,0.057,0.14264941621078314
1730,2015,Gold,Germany,0,0,0.00800145711927049,0.056,0.14288316284411587
1731,2016,Gold,Germany,0,0,0.009407797227308853,0.056,0.16799637905908665
1732,2002,Molybdenum,Germany,0,0,0.05127447054617078,0.188,0.2727365454583552
1733,2003,Molybdenum,Germany,0,0,0.05416777013863376,0.19,0.28509352704544083
1734,2004,Molybdenum,Germany,0,0,0.05142362571499901,0.2,0.25711812857499505
1735,2005,Molybdenum,Germany,0,0,0.06314516292190622,0.216,0.2923387172310473
1736,2006,Molybdenum,Germany,0,0,0.0,0.212,0
1737,2007,Molybdenum,Germany,0,0,0.0501988892165292,0.221,0.22714429509741718
1738,2008,Molybdenum,Germany,0,0,0.062278915680665,0.231,0.26960569558729436
1739,2009,Molybdenum,Germany,0,0,0.06989514912858842,0.243,0.2876343585538618
1740,2010,Molybdenum,Germany,0,0,0.07046357341951323,0.242,0.2911717909897241
1741,2011,Molybdenum,Germany,0,0,0.06662678501328115,0.242,0.2753172934433105
1742,2012,Molybdenum,Germany,0,0,0.07189927641222484,0.263,0.27338127913393473
1743,2013,Molybdenum,Germany,0,0,0.06290741792659038,0.261,0.24102458975705124
1744,2014,Molybdenum,Germany,0,0,0.0741282810454368,0.26,0.28510877325168
1745,2015,Molybdenum,Germany,0,0,0.0730643349091694,0.283,0.2581778618698566
1746,2016,Molybdenum,Germany,0,0,0.08805159320950337,0.281,0.31335086551424685
1747,2002,Nickel,Germany,0,0,0.08624848947600001,0.116,0.743521461
1748,2003,Nickel,Germany,0,0,0.0,0.115,0
1749,2004,Nickel,Germany,0,0,0.07636494481200001,0.117,0.652691836
1750,2005,Nickel,Germany,0,0,0.03896169938298429,0.105,0.37106380364746944
1751,2006,Nickel,Germany,0,0,0.03173879040946188,0.101,0.31424544959863243
1752,2007,Nickel,Germany,0,0,0.03358203553280957,0.111,0.30254086065594205
1753,2008,Nickel,Germany,0,0,0.033588824988116175,0.11,0.3053529544374198
1754,2009,Nickel,Germany,0,0,0.03417065413494849,0.108,0.31639494569396753
1755,2010,Nickel,Germany,0,0,0.03686583588264101,0.112,0.3291592489521519
1756,2011,Nickel,Germany,0,0,0.0462210197916798,0.135,0.34237792438281334
1757,2012,Nickel,Germany,0,0,0.035155173026993995,0.188,0.18699560120741487
1758,2013,Nickel,Germany,0,0,0.08834258116470999,0.226,0.3908963768349999
1759,2014,Nickel,Germany,0,0,0.03717585860382199,0.102,0.36446920199825483
1760,2015,Nickel,Germany,0,0,0.038136044680059926,0.1,0.3813604468005992
1761,2016,Nickel,Germany,0,0,0.03177824821985951,0.087,0.3652672209179254
1762,2017,Nickel,Germany,0,0,0.03657626217453174,0.093,0.3932931416616316
1763,2002,Zinc,Germany,0,0,0.013648007213155105,0.104,0.13123083858802986
1764,2003,Zinc,Germany,0,0,0.022610439875700373,0.111,0.2036976565378412
1765,2004,Zinc,Germany,0,0,0.020792842260602153,0.117,0.17771660051796712
1766,2005,Zinc,Germany,0,0,0.029552615752735042,0.116,0.2547639289028883
1767,2006,Zinc,Germany,0,0,0.01967157357395976,0.121,0.16257498821454347
1768,2007,Zinc,Germany,0,0,0.02215269489628434,0.126,0.1758150388593995
1769,2008,Zinc,Germany,0,0,0.02576233230607193,0.129,0.19970800237265063
1770,2009,Zinc,Germany,0,0,0.026532519869300556,0.129,0.20567844859922912
1771,2010,Zinc,Germany,0,0,0.0322088800748854,0.139,0.231718561689823
1772,2011,Zinc,Germany,0,0,0.0347020249652416,0.146,0.2376851025016548
1773,2012,Zinc,Germany,0,0,0.04543431508327099,0.168,0.27044235168613684
1774,2013,Zinc,Germany,0,0,0.04712899741043315,0.181,0.2603812011626141
1775,2014,Zinc,Germany,0,0,0.04427831755717809,0.176,0.2515813497566937
1776,2015,Zinc,Germany,0,0,0.04645544667176154,0.166,0.27985208838410564
1777,2016,Zinc,Germany,0,0,0.05697244690237644,0.174,0.32742785576078415
1778,2017,Zinc,Germany,0,0,0.05608662084323075,0.158,0.3549786129318402
1779,2002,Cadmium,Germany,0,0,0.00034528212901108164,0.065,0.00531203275401664
1780,2003,Cadmium,Germany,0,0,0.0010264771505751652,0.106,0.009683746703539295
1781,2004,Cadmium,Germany,0,0,0.0,0.09,0.0
1782,2002,Rare earth,Germany,0,0,0.11266815377670987,0.855,0.13177561845229224
1783,2003,Rare earth,Germany,0,0,0.20522604539064843,0.864,0.2375301451280653
1784,2004,Rare earth,Germany,0,0,0.15481017897656582,0.89,0.17394402132198405
1785,2005,Rare earth,Germany,0,0,0.18993393974675535,0.907,0.20940897436246456
1786,2006,Rare earth,Germany,0,0,0.1838182438487395,0.92,0.19980243896602118
1787,2007,Rare earth,Germany,0,0,0.0,0.911,0
1788,2008,Rare earth,Germany,0,0,0.12216660721289758,0.918,0.13307909282450717
1789,2009,Rare earth,Germany,0,0,0.10750542089194948,0.84,0.12798264391898748
1790,2010,Rare earth,Germany,0,0,0.13516197878583538,0.812,0.16645563889881204
1791,2011,Rare earth,Germany,0,0,0.29786727672863655,0.789,0.377525065562277
1792,2012,Rare earth,Germany,0,0,0.2392574996498806,0.757,0.3160601052178079
1793,2013,Rare earth,Germany,0,0,0.20842257924120267,0.741,0.28127203676275664
1794,2014,Rare earth,Germany,0,0,0.0,0.692,0
1795,2015,Rare earth,Germany,0,0,0.19269619955745007,0.647,0.2978302929790573
1796,2016,Rare earth,Germany,0,0,0.2524846955036207,0.66,0.38255256894487977
1797,2017,Rare earth,Germany,0,0,0.2005364099431753,0.637,0.31481383036605226
1798,2002,Silver,Germany,0,0,0.04554634754,0.092,0.495068995
1799,2003,Silver,Germany,0,0,0.0,0.092,0
1800,2004,Silver,Germany,0,0,0.0,0.093,0
1801,2005,Silver,Germany,0,0,0.0,0.093,0
1802,2006,Silver,Germany,0,0,0.03357426843463657,0.097,0.3461264787075935
1803,2007,Silver,Germany,0,0,0.0,0.097,0
1804,2008,Silver,Germany,0,0,0.0,0.097,0
1805,2009,Silver,Germany,0,0,0.04638230197928871,0.098,0.47328879570702764
1806,2010,Silver,Germany,0,0,0.051921071448384815,0.1,0.5192107144838481
1807,2011,Silver,Germany,0,0,0.04628031892601487,0.104,0.44500306659629685
1808,2012,Silver,Germany,0,0,0.05267116525127601,0.107,0.49225388085304683
1809,2013,Silver,Germany,0,0,0.05122044158113427,0.11,0.46564037801031155
1810,2014,Silver,Germany,0,0,0.05045599486413237,0.102,0.49466661631502323
1811,2015,Silver,Germany,0,0,0.04868828224814339,0.103,0.4727017693994504
1812,2016,Silver,Germany,0,0,0.04198526536409941,0.101,0.4156956966742516
1813,2017,Silver,Germany,0,0,0.04580518421854943,0.109,0.42023104787660026
1814,2002,Magnesium,Germany,0,0,0.07315527533545671,0.357,0.20491673763433255
1815,2003,Magnesium,Germany,0,0,0.12327061808428479,0.529,0.23302574307048163
1816,2004,Magnesium,Germany,0,0,0.10518879721525773,0.559,0.18817316138686532
1817,2005,Magnesium,Germany,0,0,0.12325129913303916,0.573,0.21509825328628127
1818,2006,Magnesium,Germany,0,0,0.19723316901905705,0.599,0.3292707329199617
1819,2007,Magnesium,Germany,0,0,0.24035034916644432,0.712,0.33757071512141057
1820,2008,Magnesium,Germany,0,0,0.23844391187062086,0.714,0.33395505864232616
1821,2009,Magnesium,Germany,0,0,0.22213863899940994,0.709,0.3133126078976163
1822,2010,Magnesium,Germany,0,0,0.25713699001184726,0.738,0.34842410570711013
1823,2011,Magnesium,Germany,0,0,0.2319977684232064,0.742,0.3126654560959655
1824,2012,Magnesium,Germany,0,0,0.22517015351965763,0.766,0.2939558139943311
1825,2013,Magnesium,Germany,0,0,0.236504407463259,0.774,0.305561249952531
1826,2014,Magnesium,Germany,0,0,0.25467726710192284,0.79,0.3223762874707884
1827,2015,Magnesium,Germany,0,0,0.24140681636689093,0.789,0.3059655467260975
1828,2016,Magnesium,Germany,0,0,0.29030158555224594,0.79,0.3674703614585392
1829,2017,Magnesium,Germany,0,0,0.2811135595976038,0.848,0.3315018391481177
1830,2002,Zirconium,Germany,0,0,0.10397419475803109,0.31,0.3354006282517132
1831,2003,Zirconium,Germany,0,0,0.09520949421543631,0.294,0.3238418170593072
1832,2004,Zirconium,Germany,0,0,0.0,0.269,0
1833,2005,Zirconium,Germany,0,0,0.0,0.264,0
1834,2006,Zirconium,Germany,0,0,0.0,0.275,0
1835,2007,Zirconium,Germany,0,0,0.0,0.272,0
1836,2008,Zirconium,Germany,0,0,0.05727989685178671,0.27,0.21214776611772854
1837,2009,Zirconium,Germany,0,0,0.06946691333711626,0.25,0.277867653348465
1838,2010,Zirconium,Germany,0,0,0.0,0.271,0
1839,2011,Zirconium,Germany,0,0,0.0,0.28,0
1840,2012,Zirconium,Germany,0,0,0.0,0.295,0
1841,2013,Zirconium,Germany,0,0,0.0,0.279,0
1842,2014,Zirconium,Germany,0,0,0.0,0.288,0
1843,2015,Zirconium,Germany,0,0,0.0,0.303,0
1844,2016,Zirconium,Germany,0,0,0.0,0.286,0
1845,2002,Antimony,Germany,0,0,0.0,0.71,0
1846,2003,Antimony,Germany,0,0,0.0,0.691,0
1847,2004,Antimony,Germany,0,0,0.47320158109999994,0.725,0.6526918359999999
1848,2005,Antimony,Germany,0,0,0.0,0.742,0
1849,2006,Antimony,Germany,0,0,0.11414877399854503,0.768,0.14863121614393884
1850,2007,Antimony,Germany,0,0,0.22955836833982848,0.787,0.2916878886147757
1851,2008,Antimony,Germany,0,0,0.1845868186235611,0.698,0.2644510295466492
1852,2009,Antimony,Germany,0,0,0.11533433428149999,0.732,0.15756056595833332
1853,2010,Antimony,Germany,0,0,0.10886760196854718,0.623,0.17474735468466643
1854,2011,Antimony,Germany,0,0,0.0,0.602,0
1855,2012,Antimony,Germany,0,0,0.1742643804282196,0.586,0.2973794887853577
1856,2013,Antimony,Germany,0,0,0.18721853123266544,0.613,0.30541359091788817
1857,2014,Antimony,Germany,0,0,0.18663933105670763,0.595,0.3136795479944666
1858,2015,Antimony,Germany,0,0,0.18708850335838703,0.587,0.31871976722042084
1859,2016,Antimony,Germany,0,0,0.1771619710520016,0.557,0.3180645799856402
1860,2002,Asbestos,Germany,0,0,0.08014222560988525,0.293,0.27352295429994966
1861,2003,Asbestos,Germany,0,0,0.043716015713999995,0.294,0.148693931
1862,2004,Asbestos,Germany,0,0,0.05642135755180435,0.297,0.1899709008478261
1863,2005,Asbestos,Germany,0,0,0.0821323718682805,0.321,0.2558640868170732
1864,2006,Asbestos,Germany,0,0,0.036265432720000004,0.337,0.10761256
1865,2007,Asbestos,Germany,0,0,0.0,0.351,0
1866,2008,Asbestos,Germany,0,0,0.046023880559520704,0.354,0.13001096203254436
1867,2009,Asbestos,Germany,0,0,0.030361719709999995,0.346,0.087750635
1868,2010,Asbestos,Germany,0,0,0.052244086399999994,0.352,0.1484207
